EVENT_CONCEPT_ID	DRUG_CONCEPT_NAME	POSSIBLE_LABEL_USE	ICD9	INDICATION_DESCRIPTION	CONDITION_CONCEPT_ID	CONDITION_CONCEPT_NAME
1338512	Doxorubicin	1	199.1	Other malignant neoplasm of unspecified site	44827567	Other malignant neoplasm without specification of site
1338512	Doxorubicin	0	201	Hodgkin's disease	44826420	Hodgkin's disease
1338512	Doxorubicin	0	201.0	Hodgkin's paragranuloma	44827575	Hodgkin's paragranuloma
1338512	Doxorubicin	0	201.1	Hodgkin's granuloma	44825221	Hodgkin's granuloma
1338512	Doxorubicin	0	201.10	Hodgkin's granuloma; unspecified site; extranodal and solid organ sites	44835696	Hodgkin's granuloma, unspecified site, extranodal and solid organ sites
1338512	Doxorubicin	0	201.2	Hodgkin's sarcoma	44819451	Hodgkin's sarcoma
1338512	Doxorubicin	0	201.20	Hodgkin's sarcoma; unspecified site; extranodal and solid organ sites	44819452	Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites
1338512	Doxorubicin	0	201.9	Hodgkin's disease; unspecified type	44822899	Hodgkin's disease, unspecified type
1338512	Doxorubicin	0	201.90	Hodgkin's disease; unspecified type; unspecified site; extranodal and solid organ sites	44836866	Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites
1338512	Doxorubicin	1	202.80	Other malignant lymphomas; unspecified site; extranodal and solid organ sites	44835708	Other malignant lymphomas, unspecified site, extranodal and solid organ sites
1338512	Doxorubicin	1	203.0	Multiple myeloma	44833334	Multiple myeloma
1338512	Doxorubicin	1	203.00	Multiple myeloma without mention of having achieved remission	44833335	Multiple myeloma, without mention of having achieved remission
1338512	Doxorubicin	1	204.0	Lymphoid leukemia; acute	44821759	Lymphoid leukemia, acute
1338512	Doxorubicin	1	204.00	Acute lymphoid leukemia without mention of having achieved remission	44829844	Acute lymphoid leukemia, without mention of having achieved remission
1338512	Doxorubicin	1	205.0	Myeloid leukemia; acute	44820645	Myeloid leukemia, acute
1338512	Doxorubicin	1	205.00	Acute myeloid leukemia without mention of having achieved remission	44826430	Acute myeloid leukemia, without mention of having achieved remission
1338512	Doxorubicin	1	208	Leukemia of unspecified cell type	44829849	Leukemia of unspecified cell type
1338512	Doxorubicin	1	208.9	Unspecified leukemia	44827588	Unspecified leukemia
1338512	Doxorubicin	1	208.90	Unspecified leukemia without mention of having achieved remission	44829852	Unspecified leukemia, without mention of having achieved remission
1338512	Doxorubicin	1	209.20	Malignant carcinoid tumor of unknown primary site	44827590	Malignant carcinoid tumor of unknown primary site
1338512	Doxorubicin	1	239	Neoplasms of unspecified nature	44834543	Neoplasms of unspecified nature
1338512	Doxorubicin	0	239.0	Neoplasm of unspecified nature of digestive system	44832186	Neoplasm of unspecified nature of digestive system
1338512	Doxorubicin	0	239.1	Neoplasm of unspecified nature of respiratory system	44829871	Neoplasm of unspecified nature of respiratory system
1338512	Doxorubicin	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
1338512	Doxorubicin	0	239.4	Neoplasm of unspecified nature of bladder	44836905	Neoplasm of unspecified nature of bladder
1338512	Doxorubicin	0	239.5	Neoplasm of unspecified nature of other genitourinary organs	44825257	Neoplasm of unspecified nature of other genitourinary organs
1338512	Doxorubicin	0	239.7	Neoplasm of unspecified nature of endocrine glands and other parts of nervous system	44826453	Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
1329415	Dinoprostone	0	239.5	Neoplasm of unspecified nature of other genitourinary organs	44825257	Neoplasm of unspecified nature of other genitourinary organs
1329415	Dinoprostone	1	250	Diabetes mellitus	44833365	Diabetes mellitus
1329415	Dinoprostone	1	250.00	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication	44836914	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
1329415	Dinoprostone	0	634	Spontaneous abortion	44823217	Spontaneous abortion
1329415	Dinoprostone	0	634.90	Spontaneous abortion; unspecified; without mention of complication	44822067	Spontaneous abortion, without mention of complication, unspecified
992590	Chlorothiazide	1	276.6	Fluid overload	44835763	Fluid overload
992590	Chlorothiazide	1	276.69	Other fluid overload	44829898	Other fluid overload
992590	Chlorothiazide	1	276.9	Electrolyte and fluid disorders not elsewhere classified	44832205	Electrolyte and fluid disorders not elsewhere classified
992590	Chlorothiazide	1	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
992590	Chlorothiazide	1	428	Heart failure	44824250	Heart failure
992590	Chlorothiazide	1	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
992590	Chlorothiazide	1	428.9	Heart failure unspecified	44827796	Heart failure, unspecified
992590	Chlorothiazide	1	581	Nephrotic syndrome	44820966	Nephrotic syndrome
992590	Chlorothiazide	1	581.9	Nephrotic syndrome with unspecified pathological lesion in kidney	44829060	Nephrotic syndrome with unspecified pathological lesion in kidney
992590	Chlorothiazide	1	782.3	Edema	44832710	Edema
992590	Chlorothiazide	1	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
1134439	Caffeine	0	346	Migraine	44829973	Migraine
1134439	Caffeine	0	346.9	Migraine; unspecified	44819592	Migraine, unspecified
1134439	Caffeine	0	346.90	Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus	44825342	Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus
1134439	Caffeine	1	765.10	Other preterm infants; unspecified [weight]	44823428	Other preterm infants, unspecified [weight]
1134439	Caffeine	0	780.96	Generalized pain	44828147	Generalized pain
1134439	Caffeine	0	784.0	Headache	44836293	Headache
1134439	Caffeine	1	786.00	Respiratory abnormality; unspecified	44825806	Respiratory abnormality, unspecified
1134439	Caffeine	1	786.03	Apnea	44822298	Apnea
1134439	Caffeine	1	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
1134439	Caffeine	0	V22.2	Pregnant state; incidental	44837786	Pregnant state, incidental
740275	Carbamazepine	0	295	Schizophrenic disorders	44829918	Schizophrenic disorders
740275	Carbamazepine	0	295.9	Unspecified schizophrenia	44824113	Unspecified schizophrenia
740275	Carbamazepine	0	295.90	Unspecified schizophrenia; unspecified state	44829921	Unspecified schizophrenia, unspecified
740275	Carbamazepine	1	296.00	Manic disorder; single episode; unspecified degree	44836964	Bipolar I disorder, single manic episode, unspecified
740275	Carbamazepine	1	296.7	Bipolar I disorder; most recent episode (or current) unspecified	44827657	Bipolar I disorder, most recent episode (or current) unspecified
740275	Carbamazepine	0	296.80	Bipolar disorder NOS	44822981	Bipolar disorder, unspecified
740275	Carbamazepine	0	298.9	Unspecified psychosis	44832238	Unspecified psychosis
740275	Carbamazepine	0	308.9	Unspecified acute reaction to stress	44819559	Unspecified acute reaction to stress
740275	Carbamazepine	0	309.81	Posttraumatic stress disorder	44836990	Posttraumatic stress disorder
740275	Carbamazepine	0	333.94	Restless legs syndrome (RLS)	44828863	Restless legs syndrome (RLS)
740275	Carbamazepine	1	345.10	Generalized convulsive epilepsy; without mention of intractable epilepsy	44824160	Generalized convulsive epilepsy, without mention of intractable epilepsy
740275	Carbamazepine	0	345.40	Partial epilepsy without intractable epilepsy	44825338	Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy
740275	Carbamazepine	1	345.9	Epilepsy; unspecified	44829972	Epilepsy, unspecified
740275	Carbamazepine	1	345.90	Epilepsy; unspecified; without mention of intractable epilepsy	44835840	Epilepsy, unspecified, without mention of intractable epilepsy
740275	Carbamazepine	1	350.1	Trigeminal neuralgia	44831135	Trigeminal neuralgia
740275	Carbamazepine	1	729.2	Neuralgia; neuritis; and radiculitis; unspecified	44825717	Neuralgia, neuritis, and radiculitis, unspecified
740275	Carbamazepine	1	780.39	Other convulsions	44830440	Other convulsions
40240664	indacaterol	0	493	Asthma	44821987	Asthma
40240664	indacaterol	0	493.9	Asthma; unspecified	44826679	Asthma, unspecified
40240664	indacaterol	0	493.90	Asthma; unspecified type; without mention of status asthmaticus	44821988	Asthma, unspecified type, unspecified
40222431	cabazitaxel	1	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
939506	Sodium Bicarbonate	1	276.2	Acidosis	44828808	Acidosis
939506	Sodium Bicarbonate	1	276.51	Dehydration	44828809	Dehydration
939506	Sodium Bicarbonate	0	276.7	Hyperpotassemia	44831057	Hyperpotassemia
939506	Sodium Bicarbonate	1	427.5	Cardiac arrest	44825442	Cardiac arrest
939506	Sodium Bicarbonate	0	530.81	Esophageal reflux	44822019	Esophageal reflux
939506	Sodium Bicarbonate	0	536.8	Dyspepsia and other specified disorders of function of stomach	44837165	Dyspepsia and other specified disorders of function of stomach
939506	Sodium Bicarbonate	0	588.89	Other specified disorders resulting from impaired renal function	44827890	Other specified disorders resulting from impaired renal function
939506	Sodium Bicarbonate	0	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
939506	Sodium Bicarbonate	0	787.1	Heartburn	44821250	Heartburn
939506	Sodium Bicarbonate	1	787.7	Abnormal feces	44830446	Abnormal feces
939506	Sodium Bicarbonate	1	787.91	Diarrhea	44824628	Diarrhea
939506	Sodium Bicarbonate	0	977.9	Poisoning by unspecified drug or medicinal substance	44831777	Poisoning by unspecified drug or medicinal substance
939506	Sodium Bicarbonate	0	V62.81	Interpersonal problems; not elsewhere classified	44821592	Interpersonal problems, not elsewhere classified
950637	Tacrolimus	0	279.5	Graft-versus-host disease	44829905	Graft-versus-host disease
950637	Tacrolimus	0	279.50	Graft-versus-host disease; unspecified	44828814	Graft-versus-host disease, unspecified
950637	Tacrolimus	1	691.8	Other atopic dermatitis	44824472	Other atopic dermatitis and related conditions
950637	Tacrolimus	1	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
1837289	Thiabendazole	1	124	Trichinosis	44833271	Trichinosis
1837289	Thiabendazole	0	125.7	Dracontiasis	44819411	Dracontiasis
1837289	Thiabendazole	1	127.2	Strongyloidiasis	44825182	Strongyloidiasis
1837289	Thiabendazole	1	127.9	Intestinal helminthiasis; unspecified	44836814	Intestinal helminthiasis, unspecified
19137312	Thiamine	1	265.0	Beriberi	44829889	Beriberi
19137312	Thiamine	1	265.1	Other and unspecified manifestations of thiamine deficiency	44832201	Other and unspecified manifestations of thiamine deficiency
19137312	Thiamine	0	265.2	Pellagra	44832202	Pellagra
19137312	Thiamine	1	348.3	Encephalopathy; not elsewhere classified	44831133	Encephalopathy, not elsewhere classified
19137312	Thiamine	1	348.30	Encephalopathy NOS	44819596	Encephalopathy, unspecified
19137312	Thiamine	0	357.5	Alcoholic polyneuropathy	44826564	Alcoholic polyneuropathy
19137312	Thiamine	1	429.2	Cardiovascular disease [ASCVD]	44830087	Cardiovascular disease, unspecified
19137312	Thiamine	1	783.0	Anorexia	44832712	Anorexia
19137312	Thiamine	1	787.03	Vomiting alone	44829300	Vomiting alone
942028	tioconazole	0	110.4	Dermatophytosis of foot	44822853	Dermatophytosis of foot
942028	tioconazole	0	112.1	Candidiasis of vulva and vagina	44824002	Candidiasis of vulva and vagina
952004	sevelamer	1	275.3	Disorders of phosphorus metabolism	44834566	Disorders of phosphorus metabolism
952004	sevelamer	1	585.6	End stage renal disease	44827889	End stage renal disease
952004	sevelamer	1	585.9	Chronic kidney disease; unspecified	44836035	Chronic kidney disease, unspecified
952004	sevelamer	1	586	Renal failure unspecified	44829062	Renal failure, unspecified
952004	sevelamer	1	593.9	Unspecified disorder of kidney and ureter	44824345	Unspecified disorder of kidney and ureter
741530	orlistat	1	250	Diabetes mellitus	44833365	Diabetes mellitus
741530	orlistat	1	250.00	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication	44836914	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
741530	orlistat	1	278.00	Obesity NOS	44833387	Obesity, unspecified
741530	orlistat	1	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
741530	orlistat	1	783.21	Loss of weight	44828149	Loss of weight
741530	orlistat	1	783.9	Other symptoms concerning nutrition; metabolism; and development	44821240	Other symptoms concerning nutrition, metabolism, and development
741530	orlistat	1	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
911064	Zinc Oxide	0	691.0	Diaper or napkin rash	44822164	Diaper or napkin rash
911064	Zinc Oxide	0	692.71	Sunburn	44821091	Sunburn
911064	Zinc Oxide	0	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
1749083	ceftibuten	0	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
1749083	ceftibuten	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
1749083	ceftibuten	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
1749083	ceftibuten	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1749083	ceftibuten	1	382.9	Unspecified otitis media	44831215	Unspecified otitis media
1749083	ceftibuten	1	462	Acute pharyngitis	44833596	Acute pharyngitis
1749083	ceftibuten	1	463	Acute tonsillitis	44821975	Acute tonsillitis
1749083	ceftibuten	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
1749083	ceftibuten	1	490	Bronchitis NOS	44820887	Bronchitis, not specified as acute or chronic
1749083	ceftibuten	1	491	Chronic bronchitis	44820888	Chronic bronchitis
1749083	ceftibuten	1	491.9	Chronic bronchitis NOS	44830114	Unspecified chronic bronchitis
1118084	celecoxib	1	211.3	Benign neoplasm of colon	44825241	Benign neoplasm of colon
1118084	celecoxib	1	338.1	Acute pain	44827692	Acute pain
1118084	celecoxib	1	625.3	Dysmenorrhea	44831357	Dysmenorrhea
1118084	celecoxib	1	714.0	Rheumatoid arthritis	44831487	Rheumatoid arthritis
1118084	celecoxib	1	715.00	Osteoarthrosis; generalized; involving unspecified site	44836171	Osteoarthrosis, generalized, site unspecified
1118084	celecoxib	1	715.9	Osteoarthrosis; unspecified whether generalized or localized	44825681	Osteoarthrosis, unspecified whether generalized or localized
